PassengerId,Survived_pred,Survived_prob
892,0,0.9201158038334416
893,0,0.6312863403835953
894,0,0.9151887439530567
895,0,0.8940912753178614
896,1,0.5325814448733938
897,0,0.8314609534957291
898,1,0.5410602149784912
899,0,0.7748032894917697
900,1,0.6590642102227706
901,0,0.8655908789221483
902,0,0.8980401498248648
903,0,0.62177579302037
904,1,0.9506938081051072
905,0,0.916489538732666
906,1,0.8740651019055621
907,1,0.8374363509110198
908,0,0.779149645999125
909,0,0.8685070351431046
910,1,0.5717101596599468
911,0,0.611799825401016
912,0,0.693918555733225
913,0,0.8544462644394288
914,1,0.9356700055803158
915,1,0.5538247232476112
916,1,0.7471466764230025
917,0,0.9557851145692796
918,1,0.9307932235753433
919,0,0.8754151778939052
920,0,0.5705435087204853
921,0,0.8961381789595395
922,0,0.8652043951786192
923,0,0.685300681955649
924,0,0.6642060300856514
925,0,0.6157387533230849
926,1,0.5524355001876835
927,0,0.8562722497273746
928,1,0.5616249359046489
929,1,0.6312285476667273
930,0,0.8858929971191556
931,0,0.8911936389490658
932,0,0.9522285224863373
933,1,0.5612900720259031
934,0,0.9377355118295414
935,1,0.7973341851947175
936,1,0.8815324658220374
937,0,0.8861307585760317
938,0,0.6107111508838565
939,0,0.8980601027551365
940,1,0.8059041250137731
941,0,0.6927187739493059
942,1,0.613354715226004
943,0,0.7163914030754042
944,1,0.8062957183175262
945,1,0.9072671246003442
946,0,0.7245361032232268
947,0,0.8547525613366947
948,0,0.9216118704439535
949,0,0.8861722281805086
950,0,0.8969118028604048
951,1,0.9365518920340455
952,0,0.8483582217341681
953,0,0.7568010489404176
954,0,0.8536173971889618
955,1,0.6212436373279994
956,1,0.6166862411388563
957,1,0.8121730200891046
958,1,0.6592824874481245
959,0,0.6257058321982168
960,1,0.5313567646915249
961,1,0.5543182528298288
962,1,0.6016509172297012
963,0,0.8683924861531414
964,1,0.55139610492191
965,1,0.5566358238186255
966,1,0.9344532362675589
967,1,0.5835057710856895
968,0,0.8980190435761707
969,1,0.825532319762383
970,0,0.7414366659232127
971,1,0.6016509172297012
972,0,0.8359066083617075
973,0,0.7447687799656155
974,0,0.6504165475548567
975,0,0.8980401498248648
976,0,0.7259868262846705
977,0,0.8971390369952924
978,1,0.5716933969903846
979,1,0.6593398327828113
980,1,0.5615145312547454
981,0,0.56325353005321
982,1,0.6234129988365591
983,0,0.8980566817166915
984,1,0.8814868219509857
985,0,0.8980190435761707
986,1,0.5913032546333706
987,0,0.8861502433898072
988,1,0.6829334350781358
989,0,0.9017526029801384
990,1,0.6405016602198306
991,0,0.9154213298548056
992,1,0.8903047508071826
993,0,0.7130491364448933
994,0,0.8980601027551365
995,0,0.890250010210467
996,1,0.5920462543890868
997,0,0.8960204514428912
998,0,0.8684052977115659
999,0,0.8980601027551365
1000,0,0.8979283192872461
1001,0,0.6408293684780342
1002,0,0.8182067300712543
1003,1,0.5615252775750834
1004,1,0.9127078503515321
1005,1,0.6544319350491714
1006,1,0.8201403061973009
1007,0,0.8523607897679571
1008,0,0.898239564398131
1009,1,0.731756799378306
1010,0,0.5027237797210976
1011,1,0.8069646272396833
1012,1,0.8924961660829991
1013,0,0.8980601027551365
1014,1,0.9188917366835
1015,0,0.8981285021545972
1016,0,0.8980601027551365
1017,1,0.5847992531061467
1018,0,0.8730532200045089
1019,1,0.5672105562667338
1020,0,0.8247059731937945
1021,0,0.881881305577001
1022,0,0.9121715737835926
1023,0,0.6861479512402029
1024,0,0.770434105728441
1025,0,0.898239564398131
1026,0,0.9423793606523403
1027,0,0.8819117883740482
1028,0,0.8923284784207419
1029,0,0.7085622248473059
1030,1,0.6116032782523879
1031,0,0.9921493951583638
1032,1,0.5759625662610056
1033,1,0.9340176292063095
1034,0,0.8671608163228482
1035,0,0.7214164922720057
1036,0,0.5820592559069087
1037,0,0.9075693149302075
1038,1,0.5705841035304454
1039,0,0.873011102618984
1040,1,0.5612900720259031
1041,0,0.803000916800225
1042,1,0.9301720957329963
1043,0,0.8980401498248648
1044,0,0.9708796156009933
1045,0,0.693900036795007
1046,0,0.9058435531252843
1047,0,0.8819591337290112
1048,1,0.9488320725367645
1049,1,0.6115337543531083
1050,0,0.5820592559069087
1051,0,0.5995145357935693
1052,1,0.5615083852168319
1053,0,0.8414878855916628
1054,1,0.8228096897219837
1055,0,0.8981626865937793
1056,0,0.8186611351666777
1057,0,0.504992857289894
1058,0,0.632509257173596
1059,0,0.9217049318767582
1060,1,0.935312577867604
1061,1,0.6216787798047914
1062,0,0.8980874673990542
1063,0,0.8942945651141601
1064,0,0.8765723280471044
1065,0,0.8981313466878936
1066,0,0.9889184566257392
1067,1,0.7833321905359895
1068,1,0.8603030829093874
1069,0,0.6863608792852242
1070,1,0.5118988447059122
1071,1,0.628680479145695
1072,0,0.7414366659232127
1073,0,0.6014380650677909
1074,1,0.957784819610274
1075,0,0.8980601027551365
1076,1,0.9352315337602713
1077,0,0.8117710303283079
1078,1,0.7992910044341578
1079,0,0.8483285680077135
1080,0,0.5993105454905174
1081,0,0.8124552502221567
1082,0,0.7683566901423224
1083,1,0.5610876250643247
1084,0,0.8648443870645207
1085,0,0.9116107643947533
1086,0,0.7024250958864
1087,0,0.9154439869201644
1088,1,0.6394976056951778
1089,1,0.659247500474289
1090,0,0.6831681641946362
1091,1,0.561647936105732
1092,1,0.5643646672406568
1093,0,0.8540273082940156
1094,0,0.5590055144949009
1095,1,0.8727743997756914
1096,0,0.7007535453432093
1097,1,0.5609925415879717
1098,0,0.5103747644251243
1099,0,0.6920305099817778
1100,1,0.9216526926337889
1101,0,0.886135162518766
1102,0,0.9104226723418638
1103,0,0.898155850519678
1104,0,0.6050723670512592
1105,1,0.5377689465448328
1106,0,0.7124932799182915
1107,0,0.5762484769995373
1108,1,0.5615620796046611
1109,0,0.7529703459769167
1110,1,0.8411977657563625
1111,0,0.8980190435761707
1112,1,0.7975414168973439
1113,0,0.8683661422644345
1114,1,0.8450186761251923
1115,0,0.8684095679958852
1116,1,0.8374556274345972
1117,0,0.6186360956456811
1118,0,0.8775561087694316
1119,1,0.5615145312547454
1120,0,0.9358727546904437
1121,0,0.7860041822853114
1122,0,0.5782448400099316
1123,1,0.9506580581429502
1124,0,0.8686314608065839
1125,0,0.8980424217322996
1126,0,0.5350897809243335
1127,0,0.8636123057666696
1128,0,0.7624478260490405
1129,0,0.863723043617932
1130,1,0.816631397957355
