sepal_length,sepal_width,petal_length,petal_width,species_pred,species_prob
-0.4160096885232032,-1.2829633106148564,0.13754657313091936,0.13250973218556925,versicolor,1.0
1.2803404976879151,0.09821728693702184,0.7627582691805538,1.4488315750885774,virginica,1.0
-0.9006811702978088,-1.2829633106148564,-0.4308276960051121,-0.1307546363950324,versicolor,1.0
-1.7488562634033669,-0.3621762455802712,0.3364775673285302,-1.3154442950077403,setosa,1.0
0.06866179325140237,-0.13197947932162468,0.7627582691805538,0.7906706536370736,virginica,0.6666666666666666
-0.4160096885232032,1.019004351971607,-1.3970639535363654,-1.3154442950077403,setosa,1.0
-0.29484181807955234,-0.13197947932162468,-0.08980313452349317,0.13250973218556925,versicolor,1.0
0.7956690159133096,-0.13197947932162468,0.8195956960941572,1.053935022217675,virginica,1.0
-0.658345429410506,1.4793978844889,-1.2833890997091593,-1.3154442950077403,setosa,1.0
-0.9006811702978088,0.7888075857129604,-1.2833890997091593,0.13250973218556925,setosa,1.0
0.31099753413870407,-0.5923730118389178,0.13754657313091936,0.13250973218556925,versicolor,1.0
-0.4160096885232032,-1.513160076873503,-0.032965707609889976,-0.26238682068533337,versicolor,1.0
2.2496834612371255,-0.13197947932162468,1.331132538316585,1.4488315750885774,virginica,1.0
1.2803404976879151,0.09821728693702184,0.6490834153533479,0.3957741007661709,versicolor,1.0
0.18982966369505322,-1.9735536093907948,0.7059208422669508,0.3957741007661709,versicolor,0.6666666666666666
