PassengerId,Survived_pred,Survived_prob
892,0,0.9442366500194749
893,0,0.9442366500194749
894,0,0.9442366500194749
895,0,0.9442366500194749
896,0,0.9442366500194749
897,0,0.9442366500194749
898,1,0.9442366500194749
899,0,0.9442366500194749
900,1,0.9442366500194749
901,0,0.9442366500194749
902,0,0.9442366500194749
903,0,0.9442366500194749
904,1,0.9442366500194749
905,0,0.9442366500194749
906,1,0.9442366500194749
907,1,0.9442366500194749
908,0,0.9442366500194749
909,0,0.9442366500194749
910,0,0.9442366500194749
911,1,0.9442366500194749
912,0,0.9442366500194749
913,1,0.9442366500194749
914,1,0.9442366500194749
915,0,0.9442366500194749
916,1,0.9442366500194749
917,0,0.9442366500194749
918,1,0.9442366500194749
919,0,0.9442366500194749
920,0,0.9442366500194749
921,0,0.9442366500194749
922,0,0.9442366500194749
923,0,0.9442366500194749
924,0,0.9442366500194749
925,0,0.9442366500194749
926,0,0.9442366500194749
927,0,0.9442366500194749
928,1,0.9442366500194749
929,1,0.9442366500194749
930,0,0.9442366500194749
931,0,0.9442366500194749
932,0,0.9442366500194749
933,0,0.9442366500194749
934,0,0.9442366500194749
935,1,0.9442366500194749
936,1,0.9442366500194749
937,0,0.9442366500194749
938,0,0.9442366500194749
939,0,0.9442366500194749
940,1,0.9442366500194749
941,0,0.9442366500194749
942,0,0.9442366500194749
943,0,0.9442366500194749
944,1,0.9442366500194749
945,1,0.9442366500194749
946,0,0.9442366500194749
947,0,0.9442366500194749
948,0,0.9442366500194749
949,0,0.9442366500194749
950,0,0.9442366500194749
951,1,0.9442366500194749
952,0,0.9442366500194749
953,0,0.9442366500194749
954,0,0.9442366500194749
955,1,0.9442366500194749
956,1,0.9442366500194749
957,1,0.9442366500194749
958,1,0.9442366500194749
959,0,0.9442366500194749
960,0,0.9442366500194749
961,0,0.9442366500194749
962,1,0.9442366500194749
963,0,0.9442366500194749
964,1,0.9442366500194749
965,0,0.9442366500194749
966,1,0.9442366500194749
967,0,0.9442366500194749
968,0,0.9442366500194749
969,1,0.9442366500194749
970,0,0.9442366500194749
971,1,0.9442366500194749
972,1,0.9442366500194749
973,0,0.9442366500194749
974,0,0.9442366500194749
975,0,0.9442366500194749
976,0,0.9442366500194749
977,0,0.9442366500194749
978,1,0.9442366500194749
979,1,0.9442366500194749
980,1,0.9442366500194749
981,1,0.9442366500194749
982,0,0.9442366500194749
983,0,0.9442366500194749
984,1,0.9442366500194749
985,0,0.9442366500194749
986,0,0.9442366500194749
987,0,0.9442366500194749
988,1,0.9442366500194749
989,0,0.9442366500194749
990,1,0.9442366500194749
991,0,0.9442366500194749
992,1,0.9442366500194749
993,0,0.9442366500194749
994,0,0.9442366500194749
995,0,0.9442366500194749
996,1,0.9442366500194749
997,0,0.9442366500194749
998,0,0.9442366500194749
999,0,0.9442366500194749
1000,0,0.9442366500194749
1001,0,0.9442366500194749
1002,0,0.9442366500194749
1003,1,0.9442366500194749
1004,1,0.9442366500194749
1005,1,0.9442366500194749
1006,1,0.9442366500194749
1007,0,0.9442366500194749
1008,0,0.9442366500194749
1009,1,0.9442366500194749
1010,0,0.9442366500194749
1011,1,0.9442366500194749
1012,1,0.9442366500194749
1013,0,0.9442366500194749
1014,1,0.9442366500194749
1015,0,0.9442366500194749
1016,0,0.9442366500194749
1017,1,0.9442366500194749
1018,0,0.9442366500194749
1019,1,0.9442366500194749
1020,0,0.9442366500194749
1021,0,0.9442366500194749
1022,0,0.9442366500194749
1023,0,0.9442366500194749
1024,0,0.9442366500194749
1025,0,0.9442366500194749
1026,0,0.9442366500194749
1027,0,0.9442366500194749
1028,0,0.9442366500194749
1029,0,0.9442366500194749
1030,1,0.9442366500194749
1031,0,0.9442366500194749
1032,0,0.9442366500194749
1033,1,0.9442366500194749
1034,0,0.9442366500194749
1035,0,0.9442366500194749
1036,0,0.9442366500194749
1037,0,0.9442366500194749
1038,0,0.9442366500194749
1039,0,0.9442366500194749
1040,0,0.9442366500194749
1041,0,0.9442366500194749
1042,1,0.9442366500194749
1043,0,0.9442366500194749
1044,0,0.9442366500194749
1045,0,0.9442366500194749
1046,0,0.9442366500194749
1047,0,0.9442366500194749
1048,1,0.9442366500194749
1049,1,0.9442366500194749
1050,0,0.9442366500194749
1051,0,0.9442366500194749
1052,1,0.9442366500194749
1053,1,0.9442366500194749
1054,1,0.9442366500194749
1055,0,0.9442366500194749
1056,0,0.9442366500194749
1057,0,0.9442366500194749
1058,0,0.9442366500194749
1059,0,0.9442366500194749
1060,1,0.9442366500194749
1061,1,0.9442366500194749
1062,0,0.9442366500194749
1063,0,0.9442366500194749
1064,0,0.9442366500194749
1065,0,0.9442366500194749
1066,0,0.9442366500194749
1067,1,0.9442366500194749
1068,1,0.9442366500194749
1069,0,0.9442366500194749
1070,1,0.9442366500194749
1071,1,0.9442366500194749
1072,0,0.9442366500194749
1073,0,0.9442366500194749
1074,1,0.9442366500194749
1075,0,0.9442366500194749
1076,1,0.9442366500194749
1077,0,0.9442366500194749
1078,1,0.9442366500194749
1079,0,0.9442366500194749
1080,0,0.9442366500194749
1081,0,0.9442366500194749
1082,0,0.9442366500194749
1083,0,0.9442366500194749
1084,0,0.9442366500194749
1085,0,0.9442366500194749
1086,1,0.9442366500194749
1087,0,0.9442366500194749
1088,1,0.9442366500194749
1089,1,0.9442366500194749
1090,0,0.9442366500194749
1091,1,0.9442366500194749
1092,1,0.9442366500194749
1093,1,0.9442366500194749
1094,0,0.9442366500194749
1095,1,0.9442366500194749
1096,0,0.9442366500194749
1097,0,0.9442366500194749
1098,1,0.9442366500194749
1099,0,0.9442366500194749
1100,1,0.9442366500194749
1101,0,0.9442366500194749
1102,0,0.9442366500194749
1103,0,0.9442366500194749
1104,0,0.9442366500194749
1105,1,0.9442366500194749
1106,0,0.9442366500194749
1107,0,0.9442366500194749
1108,1,0.9442366500194749
1109,0,0.9442366500194749
1110,1,0.9442366500194749
1111,0,0.9442366500194749
1112,1,0.9442366500194749
1113,0,0.9442366500194749
1114,1,0.9442366500194749
1115,0,0.9442366500194749
1116,1,0.9442366500194749
1117,1,0.9442366500194749
1118,0,0.9442366500194749
1119,1,0.9442366500194749
1120,0,0.9442366500194749
1121,0,0.9442366500194749
1122,0,0.9442366500194749
1123,1,0.9442366500194749
1124,0,0.9442366500194749
1125,0,0.9442366500194749
1126,0,0.9442366500194749
1127,0,0.9442366500194749
1128,0,0.9442366500194749
1129,0,0.9442366500194749
1130,1,0.9442366500194749
1131,1,0.9442366500194749
1132,1,0.9442366500194749
1133,1,0.9442366500194749
1134,0,0.9442366500194749
1135,0,0.9442366500194749
1136,0,0.9442366500194749
1137,0,0.9442366500194749
1138,1,0.9442366500194749
1139,0,0.9442366500194749
1140,1,0.9442366500194749
1141,1,0.9442366500194749
